IDS	gEBV
animal7832	2.8864502906799316
animal8835	2.1702239513397217
animal6414	-0.571094810962677
animal9793	0.7465307712554932
animal5993	-1.5575495958328247
animal4655	-0.5091844201087952
animal3215	0.5410473346710205
animal4674	-0.7184892296791077
animal2107	1.46817147731781
animal2189	-0.2036380022764206
animal7370	-0.22917966544628143
animal4682	0.28179043531417847
animal362	0.7751424908638
animal7128	1.1665304899215698
animal6621	-0.5825560092926025
animal5078	0.03856052830815315
animal5710	-2.1365439891815186
animal9277	-0.2663794457912445
animal1507	-1.3996351957321167
animal9433	-0.27504923939704895
animal1488	0.6258291006088257
animal3404	-1.4384855031967163
animal8989	-0.9209417104721069
animal5686	-1.2075223922729492
animal6207	-0.7029464840888977
animal4010	0.17920269072055817
animal9547	0.7533008456230164
animal700	-0.6138908267021179
animal6515	1.7341264486312866
animal4879	0.30647265911102295
animal9837	0.2107640653848648
animal8460	0.7501534223556519
animal963	1.5664010047912598
animal1024	-0.9230211973190308
animal412	2.469350576400757
animal7393	-1.0496230125427246
animal3186	1.116091012954712
animal1198	-0.6357044577598572
animal5750	-0.7578995227813721
animal9880	1.7503533363342285
animal1682	-1.1219751834869385
animal1373	0.4107646346092224
animal3457	2.520055055618286
animal6229	-0.970028817653656
animal610	-0.8484567999839783
animal1904	0.23115770518779755
animal9092	-0.041995275765657425
animal7184	0.6928567886352539
animal4797	-0.8726615309715271
animal5330	0.2645035684108734
animal4012	1.2415329217910767
animal1877	1.0060466527938843
animal2567	-1.5097386837005615
animal215	0.07311100512742996
animal3692	0.8224256038665771
animal4701	0.8968263268470764
animal1653	-0.7635400295257568
animal9698	-1.573288083076477
animal2984	1.204870581626892
animal9607	-0.42530497908592224
animal5197	2.1258606910705566
animal5757	-0.2229832112789154
animal3348	0.7865407466888428
animal1414	-0.29876354336738586
animal1900	-0.939660370349884
animal4141	0.12718752026557922
animal8951	1.5872118473052979
animal1973	-0.24285565316677094
animal8335	-0.5028024315834045
animal3017	0.8258559107780457
animal8394	0.04517066851258278
animal120	0.7349713444709778
animal707	-0.9590039849281311
animal2479	-0.44536420702934265
animal9132	1.407711386680603
animal8689	-0.2948774993419647
animal4901	-0.7869384288787842
animal173	1.066848635673523
animal4193	-0.8153728246688843
animal9938	-0.5023474097251892
animal3266	2.063211441040039
animal4604	-1.2842185497283936
animal9556	1.7232301235198975
animal4101	-0.3032979965209961
animal7240	1.542330265045166
animal8658	-0.7518245577812195
animal2116	-1.410241723060608
animal9334	-1.1741809844970703
animal3965	0.3249235153198242
animal3443	1.2525144815444946
animal1087	-0.6199231743812561
animal1652	1.6061609983444214
animal7654	-0.3508678376674652
animal8452	-1.1281522512435913
animal9370	1.3792860507965088
animal6589	-0.7610533237457275
animal8974	-0.6685754656791687
animal6324	2.9306769371032715
animal8756	-0.46807318925857544
animal9417	1.5810208320617676
animal7005	-1.7780890464782715
animal2094	-0.4470769166946411
animal9326	-1.671869158744812
animal8860	-1.0688884258270264
animal5753	-1.0819594860076904
animal7877	-0.25962281227111816
animal318	-1.2507134675979614
animal5510	-0.15737709403038025
animal2270	0.03825650364160538
animal246	0.9443947076797485
animal8734	-0.04004612937569618
animal8594	-1.0104104280471802
animal6913	-0.6639221906661987
animal8959	-0.09553442150354385
animal7085	0.8746761083602905
animal7548	-1.4484840631484985
animal5378	0.3518010973930359
animal8975	-0.13810020685195923
animal8127	-0.5326681137084961
animal7400	3.823897123336792
animal7604	0.9002559781074524
animal3003	-0.6697764992713928
animal1315	-1.2763596773147583
animal3212	-1.3551630973815918
animal9649	0.3749527633190155
animal8866	-2.3807265758514404
animal6853	2.1174798011779785
animal4020	0.8858886957168579
animal3889	1.8071115016937256
animal2963	-0.09381551295518875
animal2898	-2.0314481258392334
animal3904	0.5018322467803955
animal8245	2.7927868366241455
animal9963	0.6059556007385254
animal8240	-0.6916364431381226
animal2153	2.9934422969818115
animal4714	1.5428392887115479
animal4463	-0.9274345636367798
animal4649	0.7796095609664917
animal8608	0.6833239197731018
animal7540	-1.215786337852478
animal1755	-1.2259774208068848
animal7535	-1.2307862043380737
animal6881	1.341597557067871
animal9462	3.0269315242767334
animal7820	1.2563494443893433
animal3875	-0.22369420528411865
animal4688	-0.3489457964897156
animal3274	0.14057528972625732
animal3755	1.5395774841308594
animal6565	1.3319131135940552
animal5223	-0.6818628907203674
animal725	0.4336495101451874
animal944	-2.3694090843200684
animal5396	1.3062243461608887
animal3674	-2.452803611755371
animal6396	-0.8550713658332825
animal7181	0.5571996569633484
animal2920	-0.15176960825920105
animal73	-0.84324711561203
animal9800	-0.15173877775669098
animal6306	-1.6014423370361328
animal2754	0.1641281396150589
animal4086	-0.5881282687187195
animal2604	1.132312297821045
animal6989	-0.5828124284744263
animal1616	-0.9945501089096069
animal1961	1.8951228857040405
animal136	-1.615052342414856
animal5134	-0.16209393739700317
animal7018	-0.8035135269165039
animal7706	3.5657410621643066
animal6368	-0.07037665694952011
animal8123	-1.5296599864959717
animal8372	-0.22033198177814484
animal479	-2.0520265102386475
animal5734	1.5683130025863647
animal6513	0.7422269582748413
animal703	-1.747898817062378
animal2268	-0.5722278952598572
animal1716	-1.898813247680664
animal5484	-2.6052064895629883
animal7108	-0.8839426636695862
animal9573	0.5032917261123657
animal624	-0.9930290579795837
animal7885	-0.3134426772594452
animal829	-1.6243823766708374
animal2181	-1.540588617324829
animal2406	1.0224509239196777
animal4397	0.040395691990852356
animal8566	-0.343467652797699
animal1785	1.018167495727539
animal7743	-1.7595114707946777
animal1395	0.046280037611722946
animal1925	-0.4615348279476166
animal4936	-0.03368747979402542
animal8839	-1.2512280941009521
animal5043	-0.4852107763290405
animal7757	-1.5252249240875244
animal5893	-0.40371349453926086
animal520	0.5901748538017273
animal6261	-0.03052677772939205
animal7573	-1.5281929969787598
animal636	1.757142186164856
animal3601	1.2495871782302856
animal6976	0.322365403175354
animal4752	-0.07091555744409561
animal872	1.973118543624878
animal1681	-0.7393407225608826
animal4720	-0.31253570318222046
animal4798	-1.7194253206253052
animal6503	0.7710946798324585
animal6844	-0.9337157011032104
animal8454	-1.789608359336853
animal2758	-2.1235666275024414
animal9416	-0.11388915032148361
animal8949	-1.3731496334075928
animal667	-0.49000227451324463
animal7083	-0.5655002593994141
animal7967	-1.7471287250518799
animal6423	0.44784945249557495
animal9107	0.13795821368694305
animal8545	0.4131946265697479
animal8746	0.4759136736392975
animal5289	0.7967064380645752
animal4196	-0.450920432806015
animal5329	-2.630786418914795
animal9077	-0.11484839767217636
animal7262	-0.9370591044425964
animal522	-1.0124963521957397
animal1446	-0.5854644179344177
animal5361	-0.9346651434898376
animal8026	1.0225733518600464
animal9610	3.712003707885742
animal1923	-2.2857186794281006
animal7417	1.239937424659729
animal4239	-0.391737699508667
animal5068	0.09254605323076248
animal8562	-1.5331798791885376
animal5292	2.436112880706787
animal460	-0.45177584886550903
animal3068	0.42745769023895264
animal9589	0.4849700629711151
animal5243	-0.8887291550636292
animal2839	0.16275686025619507
animal7962	-1.0323046445846558
animal1472	-0.2762257754802704
animal9670	-1.9416521787643433
animal7286	0.6748446226119995
animal9759	0.9336115717887878
animal5908	1.2793840169906616
animal2704	0.7817288637161255
animal9944	-2.0072567462921143
animal7044	-1.774507761001587
animal3218	3.433846950531006
animal685	0.38752755522727966
animal5474	-1.8136388063430786
animal7845	0.4937911033630371
animal9234	-0.17351865768432617
animal5215	-0.7472649216651917
animal9580	-0.319426566362381
animal1560	-1.9057704210281372
animal6701	-0.4989023506641388
animal7938	-1.9077479839324951
animal4203	-0.5098696947097778
animal4104	-1.746707558631897
animal4436	1.261788010597229
animal5938	-0.7251105308532715
animal8832	0.27918654680252075
animal1321	-1.5899757146835327
animal4005	2.336501359939575
animal4432	-0.44772961735725403
animal2312	1.8176668882369995
animal7603	1.5651298761367798
animal5899	-0.08635486662387848
animal5039	0.49635806679725647
animal2132	-0.1193251758813858
animal9302	2.431899070739746
animal2176	-0.42695266008377075
animal9016	1.0285042524337769
animal1687	-1.9697567224502563
animal380	0.8470752835273743
animal9685	-0.5006813406944275
animal9049	-0.07143253833055496
animal1107	0.26068344712257385
animal9214	-0.5628232955932617
animal1714	0.8603428602218628
animal3389	4.288824081420898
animal905	-0.7091640830039978
animal6743	-0.09777650237083435
animal352	-0.6769527196884155
animal133	0.9745351076126099
animal2057	-1.6515192985534668
animal1771	-0.5114137530326843
animal7037	-1.6209725141525269
animal8371	-0.5789579153060913
animal1163	-0.29457738995552063
animal1382	-0.16039882600307465
animal9695	-0.47020670771598816
animal2313	2.2003371715545654
animal2113	1.9135645627975464
animal1282	0.47832056879997253
animal7394	-1.5363173484802246
animal568	-0.30608686804771423
animal7019	-0.5897713303565979
animal8283	2.7387685775756836
animal8632	1.2297413349151611
animal8024	0.31979188323020935
animal5239	1.8629322052001953
animal4493	0.45920392870903015
animal6645	-0.7012584209442139
animal7007	-1.1384649276733398
animal7153	-1.64140784740448
animal5809	0.12201245129108429
animal9864	-0.7806251049041748
animal5612	-0.7626022696495056
animal8620	0.3968852460384369
animal5211	1.4464033842086792
animal8491	-1.2942111492156982
animal6727	-0.6959021687507629
animal1593	-0.396401584148407
animal7534	-0.0589686781167984
animal621	-1.2517659664154053
animal5084	-1.8524699211120605
animal7091	0.3809818923473358
animal8750	-0.6433679461479187
animal1932	0.01165676023811102
animal5422	0.30424565076828003
animal508	-1.2203961610794067
animal7259	0.21737618744373322
animal9276	0.23373669385910034
animal3296	-0.053105153143405914
animal5613	-1.259643793106079
animal5699	-0.45394349098205566
animal9560	-0.8179141879081726
animal7051	0.1469782590866089
animal1670	-0.7734267711639404
animal9950	0.7665849924087524
animal8796	-0.5571973919868469
animal1159	-1.2423837184906006
animal6254	0.8447355628013611
animal4219	-1.6560481786727905
animal584	-0.3264358341693878
animal2074	-1.421808123588562
animal8122	-0.3690069615840912
animal6916	-0.9326266050338745
animal8572	-0.16846917569637299
animal5781	0.5041542649269104
animal7073	0.44678959250450134
animal8651	-0.1667608767747879
animal6471	0.0420086644589901
animal4159	0.5097861886024475
animal6647	-0.5344616770744324
animal6267	0.7994839549064636
animal2777	0.12158019095659256
animal7230	-0.39571675658226013
animal2302	-0.44198551774024963
animal5207	-1.7511463165283203
animal119	-0.28874391317367554
animal8507	0.583806037902832
animal6456	-0.535194456577301
animal216	2.583540678024292
animal2639	-0.20077897608280182
animal9847	0.0452902726829052
animal2236	0.42023706436157227
animal2291	1.4266315698623657
animal9347	-1.33492112159729
animal9779	0.6327705979347229
animal4664	0.799945592880249
animal2073	0.023702029138803482
animal4194	-1.5451322793960571
animal4296	-1.457381010055542
animal7435	-1.416538953781128
animal4764	-1.1014800071716309
animal9708	-0.6335529088973999
animal1574	2.113802194595337
animal3223	-0.3141879439353943
animal2786	-0.20815038681030273
animal9608	0.05246512591838837
animal9411	-0.9704925417900085
animal5475	0.28905537724494934
animal699	0.34208837151527405
animal7170	-0.7868120074272156
animal7617	-0.3744545578956604
animal2672	-0.8409311771392822
animal6064	-1.3715105056762695
animal5192	0.4425354599952698
animal8481	-1.20097815990448
animal9010	-0.533281147480011
animal3409	-0.4867650270462036
animal7614	1.7644717693328857
animal4469	0.18401871621608734
animal7460	-1.6010078191757202
animal3249	-0.021801088005304337
animal3877	1.0736852884292603
animal1040	0.8031237721443176
animal6943	-0.653118908405304
